Fecha;"TIEMPO";"MJA-1-X";"MJA-1-Y";"MJA-1-Z";"MJA-2-X";"MJA-2-Y";"MJA-2-Z"
24/06/2016;24/06/2016 0:01:31;11,64;12,64;5,64;12,00;14,61;5,46
25/06/2016;25/06/2016 0:01:31;11,64;12,64;5,64;12,01;14,61;5,46
26/06/2016;26/06/2016 0:01:31;11,64;12,64;5,64;12,00;14,61;5,46
27/06/2016;27/06/2016 0:01:31;11,64;12,64;5,64;12,00;14,61;5,45
28/06/2016;28/06/2016 0:01:31;11,64;12,64;5,64;12,00;14,61;5,44
29/06/2016;29/06/2016 0:01:31;11,64;12,64;5,64;12,00;14,61;5,44
30/06/2016;30/06/2016 0:01:31;11,64;12,63;5,64;12,00;14,61;5,43
01/07/2016;01/07/2016 0:01:31;11,64;12,63;5,64;12,00;14,61;5,42
02/07/2016;02/07/2016 0:01:31;11,65;12,63;5,64;12,01;14,60;5,42
03/07/2016;03/07/2016 0:01:31;11,65;12,63;5,64;12,01;14,60;5,41
04/07/2016;04/07/2016 0:01:31;11,65;12,63;5,64;12,01;14,60;5,41
05/07/2016;05/07/2016 0:01:31;11,65;12,63;5,64;12,01;14,59;5,40
06/07/2016;06/07/2016 0:01:31;11,65;12,63;5,64;12,01;14,59;5,39
07/07/2016;07/07/2016 0:01:31;11,65;12,63;5,64;12,01;14,58;5,38
08/07/2016;08/07/2016 0:01:31;11,65;12,63;5,64;12,00;14,57;5,37
09/07/2016;09/07/2016 0:01:31;11,65;12,63;5,64;12,01;14,57;5,37
10/07/2016;10/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,56;5,37
11/07/2016;11/07/2016 0:01:31;11,65;12,63;5,64;12,02;14,55;5,36
12/07/2016;12/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,55;5,35
13/07/2016;13/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,54;5,33
14/07/2016;14/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,54;5,32
15/07/2016;15/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,53;5,31
16/07/2016;16/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,52;5,31
17/07/2016;17/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,52;5,31
18/07/2016;18/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,51;5,30
19/07/2016;19/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,51;5,29
20/07/2016;20/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,50;5,29
21/07/2016;21/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,50;5,28
22/07/2016;22/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,49;5,28
23/07/2016;23/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,48;5,27
24/07/2016;24/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,47;5,27
25/07/2016;25/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,46;5,26
26/07/2016;26/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,46;5,26
27/07/2016;27/07/2016 0:01:31;11,66;12,63;5,65;12,02;14,45;5,25
28/07/2016;28/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,44;5,24
29/07/2016;29/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,43;5,24
30/07/2016;30/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,43;5,23
31/07/2016;31/07/2016 0:01:31;11,66;12,63;5,64;12,02;14,42;5,23
01/08/2016;01/08/2016 0:01:31;11,66;12,63;5,64;12,02;14,41;5,23
02/08/2016;02/08/2016 0:01:31;11,66;12,63;5,64;12,02;14,41;5,22
03/08/2016;03/08/2016 0:01:31;11,66;12,63;5,64;12,02;14,40;5,22
04/08/2016;04/08/2016 0:01:31;11,66;12,63;5,64;12,02;14,39;5,21
05/08/2016;05/08/2016 0:01:31;11,66;12,63;5,65;12,02;14,39;5,20
06/08/2016;06/08/2016 0:01:31;11,66;12,63;5,65;12,02;14,38;5,20
07/08/2016;07/08/2016 0:01:31;11,66;12,63;5,65;12,02;14,38;5,19
08/08/2016;08/08/2016 0:01:31;11,66;12,63;5,65;12,03;14,37;5,19
09/08/2016;09/08/2016 0:01:31;11,66;12,63;5,65;12,03;14,36;5,18
10/08/2016;10/08/2016 0:01:31;11,66;12,63;5,65;12,03;14,36;5,16
11/08/2016;11/08/2016 0:01:31;11,66;12,63;5,65;12,03;14,36;5,16
12/08/2016;12/08/2016 0:01:31;11,66;12,63;5,65;12,03;14,35;5,15
13/08/2016;13/08/2016 0:01:31;11,66;12,63;5,65;12,03;14,34;5,15
14/08/2016;14/08/2016 0:01:31;11,66;12,63;5,65;12,03;14,34;5,14
15/08/2016;15/08/2016 0:01:31;11,66;12,62;5,65;12,03;14,33;5,13
16/08/2016;16/08/2016 0:01:31;11,66;12,62;5,65;12,03;14,33;5,13
17/08/2016;17/08/2016 0:01:31;11,66;12,62;5,66;12,03;14,32;5,12
18/08/2016;18/08/2016 0:01:31;11,66;12,62;5,66;12,03;14,32;5,11
19/08/2016;19/08/2016 0:01:31;11,66;12,62;5,66;12,03;14,31;5,11
20/08/2016;20/08/2016 0:01:31;11,66;12,62;5,66;12,03;14,30;5,10
21/08/2016;21/08/2016 0:01:31;11,66;12,62;5,66;12,03;14,30;5,09
22/08/2016;22/08/2016 0:01:31;11,66;12,62;5,66;12,03;14,29;5,08
23/08/2016;23/08/2016 0:01:31;11,66;12,62;5,66;12,03;14,29;5,08
24/08/2016;24/08/2016 0:01:31;11,66;12,62;5,67;12,03;14,28;5,07
25/08/2016;25/08/2016 0:01:31;11,65;12,62;5,67;12,03;14,27;5,07
26/08/2016;26/08/2016 0:01:31;11,65;12,62;5,67;12,03;14,27;5,06
27/08/2016;27/08/2016 0:01:31;11,65;12,62;5,67;12,03;14,26;5,05
28/08/2016;28/08/2016 0:01:31;11,65;12,62;5,67;12,03;14,25;5,04
29/08/2016;29/08/2016 0:01:31;11,65;12,62;5,67;12,03;14,25;5,02
30/08/2016;30/08/2016 0:01:31;11,65;12,62;5,68;12,03;14,25;5,01
31/08/2016;31/08/2016 0:01:31;11,65;12,62;5,68;12,03;14,24;5,00
